f127.0.0.1:2222,127.0.0.1:1111	5146	2	0	22	4
f127.0.0.1:2222,127.0.0.1:1111	5146	1
f127.0.0.1:1111,127.0.0.1:2222	5146	2	24	0	3
f127.0.0.1:1111,127.0.0.1:2222	5149	1
f127.0.0.1:2222,127.0.0.1:1111	5150	2	0	23	4
f127.0.0.1:2222,127.0.0.1:1111	5150	1
f127.0.0.1:1111,127.0.0.1:2222	5150	2	25	0	3
f127.0.0.1:1111,127.0.0.1:2222	5150	3	26	0	3
f127.0.0.1:1111,127.0.0.1:2222	5154	2
f127.0.0.1:2222,127.0.0.1:1111	5154	3	0	24	4
f127.0.0.1:2222,127.0.0.1:1111	5155	2
f127.0.0.1:1111,127.0.0.1:2222	5155	3	27	0	3
f127.0.0.1:1111,127.0.0.1:2222	5158	2
f127.0.0.1:2222,127.0.0.1:1111	5158	3	0	25	4
f127.0.0.1:2222,127.0.0.1:1111	5159	2
f127.0.0.1:1111,127.0.0.1:2222	5159	3	28	0	3
f127.0.0.1:1111,127.0.0.1:2222	5162	2
f127.0.0.1:2222,127.0.0.1:1111	5162	3	0	26	4
f127.0.0.1:2222,127.0.0.1:1111	5163	2
f127.0.0.1:1111,127.0.0.1:2222	5163	3	29	0	3
f127.0.0.1:1111,127.0.0.1:2222	5163	4	30	0	3
f127.0.0.1:1111,127.0.0.1:2222	5166	3
f127.0.0.1:2222,127.0.0.1:1111	5167	4	0	27	4
f127.0.0.1:2222,127.0.0.1:1111	5167	3
f127.0.0.1:1111,127.0.0.1:2222	5167	4	31	0	3
f127.0.0.1:1111,127.0.0.1:2222	5170	3
f127.0.0.1:2222,127.0.0.1:1111	5171	4	0	28	4
f127.0.0.1:2222,127.0.0.1:1111	5171	3
f127.0.0.1:1111,127.0.0.1:2222	5171	4	32	0	3
f127.0.0.1:1111,127.0.0.1:2222	5175	3
f127.0.0.1:2222,127.0.0.1:1111	5175	4	0	29	4
f127.0.0.1:2222,127.0.0.1:1111	5175	3
f127.0.0.1:2222,127.0.0.1:1111	5175	-1	0	29
f127.0.0.1:1111,127.0.0.1:2222	5179	2
f127.0.0.1:2222,127.0.0.1:1111	5179	3	0	30	4
f127.0.0.1:2222,127.0.0.1:1111	5179	2
f127.0.0.1:1111,127.0.0.1:2222	5180	3	33	0	3
f127.0.0.1:1111,127.0.0.1:2222	5180	4	34	0	3
f127.0.0.1:1111,127.0.0.1:2222	5180	5	35	0	3
f127.0.0.1:1111,127.0.0.1:2222	5183	4
f127.0.0.1:2222,127.0.0.1:1111	5183	5	0	31	4
f127.0.0.1:2222,127.0.0.1:1111	5183	4
f127.0.0.1:1111,127.0.0.1:2222	5183	5	36	0	3
f127.0.0.1:1111,127.0.0.1:2222	5187	4
f127.0.0.1:2222,127.0.0.1:1111	5187	5	0	32	4
f127.0.0.1:2222,127.0.0.1:1111	5187	4
f127.0.0.1:1111,127.0.0.1:2222	5188	5	37	0	3
f127.0.0.1:1111,127.0.0.1:2222	5192	4
f127.0.0.1:2222,127.0.0.1:1111	5192	5	0	33	4
f127.0.0.1:2222,127.0.0.1:1111	5193	4
f127.0.0.1:1111,127.0.0.1:2222	5194	5	38	0	3
f127.0.0.1:1111,127.0.0.1:2222	5195	4
f127.0.0.1:2222,127.0.0.1:1111	5196	5	0	34	4
f127.0.0.1:2222,127.0.0.1:1111	5196	4
f127.0.0.1:1111,127.0.0.1:2222	5196	5	39	0	3
f127.0.0.1:1111,127.0.0.1:2222	5200	4
f127.0.0.1:2222,127.0.0.1:1111	5200	5	0	35	4
f127.0.0.1:2222,127.0.0.1:1111	5201	4
f127.0.0.1:1111,127.0.0.1:2222	5202	5	40	0	3
f127.0.0.1:1111,127.0.0.1:2222	5202	6	41	0	3
f127.0.0.1:1111,127.0.0.1:2222	5203	5
f127.0.0.1:2222,127.0.0.1:1111	5203	6	0	36	4
f127.0.0.1:2222,127.0.0.1:1111	5203	5
f127.0.0.1:1111,127.0.0.1:2222	5204	6	42	0	3
f127.0.0.1:1111,127.0.0.1:2222	5207	5
f127.0.0.1:2222,127.0.0.1:1111	5207	6	0	37	4
f127.0.0.1:2222,127.0.0.1:1111	5208	5
f127.0.0.1:1111,127.0.0.1:2222	5208	6	43	0	3
f127.0.0.1:1111,127.0.0.1:2222	5214	5
f127.0.0.1:2222,127.0.0.1:1111	5214	6	0	38	4
f127.0.0.1:2222,127.0.0.1:1111	5215	5
f127.0.0.1:1111,127.0.0.1:2222	5215	6	44	0	3
f127.0.0.1:1111,127.0.0.1:2222	5216	5
f127.0.0.1:2222,127.0.0.1:1111	5216	6	0	39	4
f127.0.0.1:2222,127.0.0.1:1111	5217	5
f127.0.0.1:1111,127.0.0.1:2222	5217	6	45	0	3
f127.0.0.1:1111,127.0.0.1:2222	5221	5
f127.0.0.1:2222,127.0.0.1:1111	5221	6	0	40	4
f127.0.0.1:2222,127.0.0.1:1111	5222	5
f127.0.0.1:1111,127.0.0.1:2222	5222	6	46	0	3
f127.0.0.1:1111,127.0.0.1:2222	5222	5
f127.0.0.1:1111,127.0.0.1:2222	5222	-1	46	0
f127.0.0.1:1111,127.0.0.1:2222	5225	4
f127.0.0.1:2222,127.0.0.1:1111	5225	5	0	41	4
f127.0.0.1:2222,127.0.0.1:1111	5226	4
f127.0.0.1:1111,127.0.0.1:2222	5226	5	47	0	3
f127.0.0.1:1111,127.0.0.1:2222	5226	6	48	0	3
f127.0.0.1:1111,127.0.0.1:2222	5226	5
f127.0.0.1:1111,127.0.0.1:2222	5226	-1	48	0
f127.0.0.1:1111,127.0.0.1:2222	5227	4
f127.0.0.1:2222,127.0.0.1:1111	5227	5	0	42	4
f127.0.0.1:2222,127.0.0.1:1111	5227	4
f127.0.0.1:2222,127.0.0.1:1111	5227	-1	0	42
f127.0.0.1:1111,127.0.0.1:2222	5231	3
f127.0.0.1:2222,127.0.0.1:1111	5232	4	0	43	4
f127.0.0.1:2222,127.0.0.1:1111	5232	3
f127.0.0.1:1111,127.0.0.1:2222	5232	4	49	0	3
f127.0.0.1:1111,127.0.0.1:2222	5232	5	50	0	3
f127.0.0.1:1111,127.0.0.1:2222	5238	4
f127.0.0.1:2222,127.0.0.1:1111	5238	5	0	44	4
f127.0.0.1:2222,127.0.0.1:1111	5239	4
f127.0.0.1:1111,127.0.0.1:2222	5239	5	51	0	3
f127.0.0.1:1111,127.0.0.1:2222	5240	4
f127.0.0.1:2222,127.0.0.1:1111	5240	5	0	45	4
f127.0.0.1:2222,127.0.0.1:1111	5241	4
f127.0.0.1:1111,127.0.0.1:2222	5241	5	52	0	3
f127.0.0.1:1111,127.0.0.1:2222	5245	4
f127.0.0.1:2222,127.0.0.1:1111	5245	5	0	45	4
f127.0.0.1:2222,127.0.0.1:1111	5246	4
f127.0.0.1:1111,127.0.0.1:2222	5249	3
f127.0.0.1:2222,127.0.0.1:1111	5249	4	0	45	4
f127.0.0.1:2222,127.0.0.1:1111	5251	3
f127.0.0.1:1111,127.0.0.1:2222	5252	2
f127.0.0.1:2222,127.0.0.1:1111	5253	3	0	45	4
f127.0.0.1:2222,127.0.0.1:1111	5253	2
f127.0.0.1:2222,127.0.0.1:1111	5253	-1	0	45
f127.0.0.1:1111,127.0.0.1:2222	5259	1
f127.0.0.1:2222,127.0.0.1:1111	5260	2	0	45	4
f127.0.0.1:2222,127.0.0.1:1111	5260	1
f127.0.0.1:2222,127.0.0.1:1111	5260	-1	0	45
f127.0.0.1:1111,127.0.0.1:2222	5261	0
f127.0.0.1:2222,127.0.0.1:1111	5261	1	0	45	4
f127.0.0.1:2222,127.0.0.1:1111	5262	0
f127.0.0.1:1111,127.0.0.1:2222	6241	1	46	0	3
f127.0.0.1:1111,127.0.0.1:2222	6245	0
f127.0.0.1:2222,127.0.0.1:1111	6245	1	0	46	4
f127.0.0.1:2222,127.0.0.1:1111	6246	0
f127.0.0.1:1111,127.0.0.1:2222	6246	1	47	0	3
f127.0.0.1:1111,127.0.0.1:2222	6246	2	48	0	3
f127.0.0.1:1111,127.0.0.1:2222	6250	1
f127.0.0.1:2222,127.0.0.1:1111	6250	2	0	47	4
f127.0.0.1:2222,127.0.0.1:1111	6250	1
f127.0.0.1:1111,127.0.0.1:2222	6251	2	49	0	3
f127.0.0.1:1111,127.0.0.1:2222	6251	3	50	0	3
f127.0.0.1:1111,127.0.0.1:2222	6254	2
f127.0.0.1:2222,127.0.0.1:1111	6254	3	0	48	4
f127.0.0.1:2222,127.0.0.1:1111	6254	2
f127.0.0.1:1111,127.0.0.1:2222	6254	3	51	0	3
f127.0.0.1:1111,127.0.0.1:2222	6258	2
f127.0.0.1:2222,127.0.0.1:1111	6259	3	0	49	4
f127.0.0.1:2222,127.0.0.1:1111	6259	2
f127.0.0.1:1111,127.0.0.1:2222	6259	3	52	0	3
f127.0.0.1:1111,127.0.0.1:2222	6259	2
f127.0.0.1:1111,127.0.0.1:2222	6259	-1	52	0
f127.0.0.1:1111,127.0.0.1:2222	6263	1
f127.0.0.1:2222,127.0.0.1:1111	6263	2	0	50	4
f127.0.0.1:2222,127.0.0.1:1111	6263	1
f127.0.0.1:1111,127.0.0.1:2222	6264	2	53	0	3
f127.0.0.1:1111,127.0.0.1:2222	6264	3	54	0	3
f127.0.0.1:1111,127.0.0.1:2222	6266	2
f127.0.0.1:2222,127.0.0.1:1111	6266	3	0	51	4
f127.0.0.1:2222,127.0.0.1:1111	6267	2
f127.0.0.1:1111,127.0.0.1:2222	6267	3	55	0	3
f127.0.0.1:1111,127.0.0.1:2222	6272	2
f127.0.0.1:2222,127.0.0.1:1111	6272	3	0	51	4
f127.0.0.1:2222,127.0.0.1:1111	6272	2
f127.0.0.1:1111,127.0.0.1:2222	6276	1
f127.0.0.1:2222,127.0.0.1:1111	6276	2	0	51	4
f127.0.0.1:2222,127.0.0.1:1111	6276	1
f127.0.0.1:1111,127.0.0.1:2222	6279	0
f127.0.0.1:2222,127.0.0.1:1111	6279	1	0	51	4
f127.0.0.1:2222,127.0.0.1:1111	6280	0
f127.0.0.1:1111,127.0.0.1:2222	7267	1	52	0	3
f127.0.0.1:1111,127.0.0.1:2222	7271	0
f127.0.0.1:2222,127.0.0.1:1111	7271	1	0	52	4
f127.0.0.1:2222,127.0.0.1:1111	7272	0
f127.0.0.1:1111,127.0.0.1:2222	7272	1	53	0	3
f127.0.0.1:1111,127.0.0.1:2222	7272	2	54	0	3
f127.0.0.1:1111,127.0.0.1:2222	7272	1
f127.0.0.1:1111,127.0.0.1:2222	7272	-1	54	0
f127.0.0.1:1111,127.0.0.1:2222	7276	0
f127.0.0.1:2222,127.0.0.1:1111	7276	1	0	53	4
f127.0.0.1:2222,127.0.0.1:1111	7277	0
f127.0.0.1:1111,127.0.0.1:2222	7277	1	55	0	3
f127.0.0.1:1111,127.0.0.1:2222	7281	0
f127.0.0.1:2222,127.0.0.1:1111	7281	1	0	53	4
f127.0.0.1:2222,127.0.0.1:1111	7282	0
f127.0.0.1:1111,127.0.0.1:2222	8277	1	54	0	3
f127.0.0.1:1111,127.0.0.1:2222	8281	0
f127.0.0.1:2222,127.0.0.1:1111	8281	1	0	54	4
f127.0.0.1:2222,127.0.0.1:1111	8282	0
f127.0.0.1:1111,127.0.0.1:2222	8282	1	55	0	3
f127.0.0.1:1111,127.0.0.1:2222	8282	2	56	0	3
f127.0.0.1:1111,127.0.0.1:2222	8286	1
f127.0.0.1:2222,127.0.0.1:1111	8286	2	0	55	4
f127.0.0.1:2222,127.0.0.1:1111	8286	1
f127.0.0.1:1111,127.0.0.1:2222	8287	2	57	0	3
f127.0.0.1:1111,127.0.0.1:2222	8290	1
f127.0.0.1:2222,127.0.0.1:1111	8290	2	0	56	4
f127.0.0.1:2222,127.0.0.1:1111	8290	1
f127.0.0.1:1111,127.0.0.1:2222	8290	2	58	0	3
f127.0.0.1:1111,127.0.0.1:2222	8291	3	59	0	3
f127.0.0.1:1111,127.0.0.1:2222	8294	2
f127.0.0.1:2222,127.0.0.1:1111	8295	3	0	57	4
f127.0.0.1:2222,127.0.0.1:1111	8295	2
f127.0.0.1:1111,127.0.0.1:2222	8295	3	60	0	3
f127.0.0.1:1111,127.0.0.1:2222	8298	2
f127.0.0.1:2222,127.0.0.1:1111	8299	3	0	58	4
f127.0.0.1:2222,127.0.0.1:1111	8299	2
f127.0.0.1:1111,127.0.0.1:2222	8299	3	61	0	3
f127.0.0.1:1111,127.0.0.1:2222	8299	2
f127.0.0.1:1111,127.0.0.1:2222	8299	-1	61	0
f127.0.0.1:1111,127.0.0.1:2222	8303	1
f127.0.0.1:2222,127.0.0.1:1111	8303	2	0	59	4
f127.0.0.1:2222,127.0.0.1:1111	8303	1
f127.0.0.1:1111,127.0.0.1:2222	8303	2	62	0	3
f127.0.0.1:1111,127.0.0.1:2222	8303	3	63	0	3
f127.0.0.1:1111,127.0.0.1:2222	8307	2
f127.0.0.1:2222,127.0.0.1:1111	8307	3	0	60	4
f127.0.0.1:2222,127.0.0.1:1111	8307	2
f127.0.0.1:1111,127.0.0.1:2222	8308	3	64	0	3
f127.0.0.1:1111,127.0.0.1:2222	8311	2
f127.0.0.1:2222,127.0.0.1:1111	8311	3	0	60	4
f127.0.0.1:2222,127.0.0.1:1111	8312	2
f127.0.0.1:1111,127.0.0.1:2222	8315	1
f127.0.0.1:2222,127.0.0.1:1111	8315	2	0	60	4
f127.0.0.1:2222,127.0.0.1:1111	8315	1
f127.0.0.1:2222,127.0.0.1:1111	8315	-1	0	60
f127.0.0.1:1111,127.0.0.1:2222	8320	0
f127.0.0.1:2222,127.0.0.1:1111	8320	1	0	60	4
f127.0.0.1:2222,127.0.0.1:1111	8320	0
f127.0.0.1:1111,127.0.0.1:2222	9308	1	61	0	3
f127.0.0.1:1111,127.0.0.1:2222	9308	0
f127.0.0.1:1111,127.0.0.1:2222	9308	-1	61	0
f127.0.0.1:1111,127.0.0.1:2222	10308	1	61	0	3
f127.0.0.1:1111,127.0.0.1:2222	10312	0
f127.0.0.1:2222,127.0.0.1:1111	10312	1	0	61	4
f127.0.0.1:2222,127.0.0.1:1111	10312	0
f127.0.0.1:1111,127.0.0.1:2222	10313	1	62	0	3
f127.0.0.1:1111,127.0.0.1:2222	10313	2	63	0	3
f127.0.0.1:1111,127.0.0.1:2222	10317	1
f127.0.0.1:2222,127.0.0.1:1111	10317	2	0	62	4
f127.0.0.1:2222,127.0.0.1:1111	10317	1
f127.0.0.1:1111,127.0.0.1:2222	10317	2	64	0	3
f127.0.0.1:1111,127.0.0.1:2222	10321	1
f127.0.0.1:2222,127.0.0.1:1111	10321	2	0	63	4
f127.0.0.1:2222,127.0.0.1:1111	10321	1
f127.0.0.1:2222,127.0.0.1:1111	10321	-1	0	63
f127.0.0.1:1111,127.0.0.1:2222	10325	0
f127.0.0.1:2222,127.0.0.1:1111	10325	1	0	64	4
f127.0.0.1:2222,127.0.0.1:1111	10326	0
f127.0.0.1:1111,127.0.0.1:2222	10326	1	65	0	3
f127.0.0.1:1111,127.0.0.1:2222	10326	2	66	0	3
f127.0.0.1:1111,127.0.0.1:2222	10326	3	67	0	3
f127.0.0.1:1111,127.0.0.1:2222	10330	2
f127.0.0.1:2222,127.0.0.1:1111	10330	3	0	65	4
f127.0.0.1:2222,127.0.0.1:1111	10331	2
f127.0.0.1:1111,127.0.0.1:2222	10332	3	68	0	3
f127.0.0.1:1111,127.0.0.1:2222	10332	2
f127.0.0.1:1111,127.0.0.1:2222	10332	-1	68	0
f127.0.0.1:1111,127.0.0.1:2222	10334	1
f127.0.0.1:2222,127.0.0.1:1111	10335	2	0	66	4
f127.0.0.1:2222,127.0.0.1:1111	10335	1
f127.0.0.1:1111,127.0.0.1:2222	10335	2	69	0	3
f127.0.0.1:1111,127.0.0.1:2222	10338	1
f127.0.0.1:2222,127.0.0.1:1111	10338	2	0	67	4
f127.0.0.1:2222,127.0.0.1:1111	10339	1
f127.0.0.1:1111,127.0.0.1:2222	10339	2	70	0	3
f127.0.0.1:1111,127.0.0.1:2222	10339	1
f127.0.0.1:1111,127.0.0.1:2222	10339	-1	70	0
f127.0.0.1:1111,127.0.0.1:2222	10339	2	71	0	3
f127.0.0.1:1111,127.0.0.1:2222	10343	1
f127.0.0.1:2222,127.0.0.1:1111	10343	2	0	67	4
f127.0.0.1:2222,127.0.0.1:1111	10344	1
f127.0.0.1:1111,127.0.0.1:2222	10347	0
f127.0.0.1:2222,127.0.0.1:1111	10347	1	0	67	4
f127.0.0.1:2222,127.0.0.1:1111	10348	0
f127.0.0.1:1111,127.0.0.1:2222	11339	1	68	0	3
f127.0.0.1:1111,127.0.0.1:2222	11343	0
f127.0.0.1:2222,127.0.0.1:1111	11343	1	0	68	4
f127.0.0.1:2222,127.0.0.1:1111	11343	0
f127.0.0.1:2222,127.0.0.1:1111	11343	-1	0	68
f127.0.0.1:1111,127.0.0.1:2222	12339	1	68	0	3
f127.0.0.1:1111,127.0.0.1:2222	12343	0
f127.0.0.1:2222,127.0.0.1:1111	12343	1	0	68	4
f127.0.0.1:2222,127.0.0.1:1111	12343	0
f127.0.0.1:1111,127.0.0.1:2222	12344	1	69	0	3
f127.0.0.1:1111,127.0.0.1:2222	12344	2	70	0	3
f127.0.0.1:1111,127.0.0.1:2222	12348	1
f127.0.0.1:2222,127.0.0.1:1111	12348	2	0	69	4
f127.0.0.1:2222,127.0.0.1:1111	12348	1
f127.0.0.1:2222,127.0.0.1:1111	12348	-1	0	69
f127.0.0.1:1111,127.0.0.1:2222	12352	0
f127.0.0.1:2222,127.0.0.1:1111	12352	1	0	70	4
f127.0.0.1:2222,127.0.0.1:1111	12353	0
f127.0.0.1:1111,127.0.0.1:2222	12353	1	71	0	3
f127.0.0.1:1111,127.0.0.1:2222	12353	0
f127.0.0.1:1111,127.0.0.1:2222	12353	-1	71	0
f127.0.0.1:1111,127.0.0.1:2222	12353	1	72	0	3
f127.0.0.1:1111,127.0.0.1:2222	12353	2	73	0	3
f127.0.0.1:1111,127.0.0.1:2222	12357	1
f127.0.0.1:2222,127.0.0.1:1111	12357	2	0	70	4
f127.0.0.1:2222,127.0.0.1:1111	12357	1
f127.0.0.1:2222,127.0.0.1:1111	12357	-1	0	70
f127.0.0.1:1111,127.0.0.1:2222	12361	0
f127.0.0.1:2222,127.0.0.1:1111	12362	1	0	70	4
f127.0.0.1:2222,127.0.0.1:1111	12362	0
f127.0.0.1:1111,127.0.0.1:2222	13353	1	71	0	3
f127.0.0.1:1111,127.0.0.1:2222	13357	0
f127.0.0.1:2222,127.0.0.1:1111	13357	1	0	71	4
f127.0.0.1:2222,127.0.0.1:1111	13358	0
f127.0.0.1:1111,127.0.0.1:2222	13358	1	72	0	3
